"ID","Feature","Value","Source","Comment","Glottocode","PoS","Function","Level"
"GB072","Are there morphological cases for oblique non-pronominal NPs (i.e. not S/A/P)?","1","Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","argument marking (non-core)","word"
"GB073","Are there morphological cases for oblique independent personal pronouns (i.e. not S/A/P)?","1","Weiers (2003:257)","","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","argument marking (non-core)","word"
"GB074","Are there prepositions?","?","Weiers (2003:252)","the phonological status of prepositions is debatable: du and sah are also used as suffixes (in addition to being used prenominally)","Moghol [mhj] [mogh1245]-Table 1.tsv","other","argument marking (non-core)","NP"
"GB075","Are there postpositions?","?","Weiers (2003:255)","the phonological status of postpositions is debatable: du and sah are also used as suffixes","Moghol [mhj] [mogh1245]-Table 1.tsv","other","argument marking (non-core)","NP"
"GB079","Do verbs have prefixes/proclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?","0","Kuzmenkov (1997:97)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB080","Do verbs have suffixes/enclitics, other than those that ONLY mark A, S or O (do include portmanteau: A & S + TAM)?","1","Kuzmenkov (1997:97)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB081","Is there productive infixation in verbs?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB082","Is there overt morphological marking of present tense on verbs?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","word"
"GB083","Is there overt morphological marking on the verb dedicated to past tense?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","word"
"GB084","Is there overt morphological marking on the verb dedicated to future tense?","?","Weiers (2003:259); Kuzmenkov (1997:96)","according to Weiers, the durative marker -na/-nam expresses a future event","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","word"
"GB086","Is a morphological distinction between perfective and imperfective aspect available on verbs?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","word"
"GB089","Can the S argument be indexed by a suffix/enclitic on the verb in the simple main clause?","1","Weiers (2003:260); Kuzmenkov (1997:95, 97)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB090","Can the S argument be indexed by a prefix/proclitic on the verb in the simple main clause?","0","Weiers (2003:260); Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB091","Can the A argument be indexed by a suffix/enclitic on the verb in the simple main clause?","1","Weiers (2003:260); Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB092","Can the A argument be indexed by a prefix/proclitic on the verb in the simple main clause?","0","Weiers (2003:260); Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB093","Can the P argument be indexed by a suffix/enclitic on the verb in the simple main clause?","0","Weiers (2003:260); Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB094","Can the P argument be indexed by a prefix/proclitic on the verb in the simple main clause?","0","Weiers (2003:260); Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB095","Are variations in marking strategies of core participants based on TAM distinctions?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB096","Are variations in marking strategies of core participants based on verb classes?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB098","Are variations in marking strategies of core participants based on person distinctions?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB099","Can verb stems alter according to the person of a core participant?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB103","Is there a benefactive applicative marker on the verb (including indexing)?","0","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB104","Is there an instrumental applicative marker on the verb (including indexing)?","0","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB105","Can the recipient in a ditransitive construction be marked like the monotransitive patient?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB107","Can standard negation be marked by an affix, clitic or modification of the verb?","0","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","negation","word"
"GB108","Is there directional or locative morphological marking on verbs?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (non-core)","word"
"GB109","Is there verb suppletion for participant number?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB110","Is there verb suppletion for tense or aspect?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","word"
"GB111","Are there conjugation classes?","?","Weiers (2003:248-263)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB113","Are there verbal affixes or clitics that turn intransitive verbs into transitive ones?","1","Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB114","Is there a phonologically bound reflexive marker on the verb?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB115","Is there a phonologically bound reciprocal marker on the verb?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB116","Do verbs classify the shape, size or consistency of absolutive arguments by means of incorporated nouns, verbal affixes or suppletive verb stems?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB117","Is there a copula for predicate nominals?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","non-verbal predication","clause"
"GB118","Are there serial verb constructions?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","verb complex","clause"
"GB119","Can mood be marked by an inflecting word (""auxiliary verb"")?","?","Kuzmenkov (1997:96)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB120","Can aspect be marked by an inflecting word (""auxiliary verb"")?","?","Kuzmenkov (1997:96)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB121","Can tense be marked by an inflecting word (""auxiliary verb"")?","?","Kuzmenkov (1997:96)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB122","Is verb compounding a regular process?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","verb complex","word"
"GB123","Are there verb-adjunct (aka light-verb) constructions?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","verb complex","clause"
"GB124","Is incorporation of nouns into verbs a productive intransitivizing process?","0","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB126","Is there an existential verb?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","non-verbal predication","clause"
"GB127","Are different posture verbs used obligatorily depending on an inanimate locatum's shape or position (e.g. 'to lie' vs. 'to stand')?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","non-verbal predication","clause"
"GB129","Is there a notably small number, i.e. about 100 or less, of verb roots in the language?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","other","word"
"GB131","Is a pragmatically unmarked constituent order verb-initial for transitive clauses?","0","Kuzmenkov (1997:97)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","word order","clause"
"GB132","Is a pragmatically unmarked constituent order verb-medial for transitive clauses?","1","Kuzmenkov (1997:97)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","word order","clause"
"GB133","Is a pragmatically unmarked constituent order verb-final for transitive clauses?","1","Kuzmenkov (1997:97)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","word order","clause"
"GB134","Is the order of constituents the same in main and subordinate clauses?","?","Kuzmenkov (1997:97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB135","Do clausal objects usually occur in the same position as nominal objects?","1","Kuzmenkov (1997:97)","","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB136","Is the order of core argument (i.e. S/A/P) constituents fixed?","0","Kuzmenkov (1997:97)","both SOV and SVO common","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB137","Can standard negation be marked clause-finally?","0","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","negation","clause"
"GB138","Can standard negation be marked clause-initially?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","negation","clause"
"GB139","Is there a difference between imperative (prohibitive) and declarative negation constructions?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","negation","clause"
"GB140","Is verbal predication marked by the same negator as all of the following types of predication: locational, existential and nominal?","0","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","non-verbal predication","clause"
"GB146","Is there a morpho-syntactic distinction between predicates expressing controlled versus uncontrolled events or states?","0","Kuzmenkov (1997:95)","Probably not, not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","argument marking (core)","multiple"
"GB147","Is there a morphological passive marked on the lexical verb?","1","Kuzmenkov (1997:93, 95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB148","Is there a morphological antipassive marked on the lexical verb?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB149","Is there a morphologically marked inverse on verbs?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB150","Is there clause chaining?","0","Kuzmenkov (1997:97)","no converb strategy, as in other Mongolic languages","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","verb complex","clause"
"GB151","Is there an overt verb marker dedicated to signalling coreference or noncoreference between the subject of one clause and an argument of an adjacent clause (""switch reference"")?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","clause"
"GB152","Is there a morphologically marked distinction between simultaneous and sequential clauses?","1","Weiers (2003:259)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB155","Are causatives formed by affixes or clitics on verbs?","1","Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB156","Is there a causative construction involving an element that is unmistakably grammaticalized from a verb for 'to say'?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","word"
"GB158","Are verbs reduplicated?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB159","Are nouns reduplicated?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","number","word"
"GB160","Are elements apart from verbs or nouns reduplicated?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","adjective","other","word"
"GB165","Is there productive morphological trial marking on nouns?","0","Kuzmenkov (1997:93-94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","number","word"
"GB166","Is there productive morphological paucal marking on nouns?","0","Kuzmenkov (1997:93-94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","number","word"
"GB167","Is there a logophoric pronoun?","0","Weiers (2003:256-257)","","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","deixis","clause"
"GB170","Can an adnominal property word agree with the noun in gender/noun class?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","adjective","class agreement","NP"
"GB171","Can an adnominal demonstrative agree with the noun in gender/noun class?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","demonstrative","class agreement","NP"
"GB172","Can an article agree with the noun in gender/noun class?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","class agreement","NP"
"GB177","Can the verb carry a marker of animacy of argument, unrelated to any gender/noun class of the argument visible in the NP domain?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","argument marking (core)","word"
"GB184","Can an adnominal property word agree with the noun in number?","0","Weiers (2003:252)","","Moghol [mhj] [mogh1245]-Table 1.tsv","adjective","number","NP"
"GB185","Can an adnominal demonstrative agree with the noun in number?","?","Kuzmenkov (1997:96-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","demonstrative","number","NP"
"GB186","Can an article agree with the noun in number?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","article","number","NP"
"GB187","Is there any productive diminutive marking on the noun (exclude marking by system of nominal classification only)?","1","Weiers (2003:253)","","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","denominal derivation","word"
"GB188","Is there any productive augmentative marking on the noun (exclude marking by system of nominal classification only)?","0","Weiers (2003:253)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","denominal derivation","word"
"GB192","Is there a gender system where a noun's phonological properties are a factor in class assignment?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","class agreement","clause"
"GB196","Is there a male/female distinction in 2nd person independent pronouns?","0","Weiers (2003:256-257)","","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","deixis","word"
"GB197","Is there a male/female distinction in 1st person independent pronouns?","0","Weiers (2003:256-257)","","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","deixis","word"
"GB198","Can an adnominal numeral agree with the noun in gender/noun class?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","numeral","class agreement","NP"
"GB204","Do collective ('all') and distributive ('every') universal quantifiers differ in their forms or their syntactic positions?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","other","quantification","multiple"
"GB250","Can predicative possession be expressed with a transitive 'habeo' verb?","?","Kuzmenkov (1997:96)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","non-verbal predication","clause"
"GB252","Can predicative possession be expressed with an S-like possessum and a locative-coded possessor?","?","Kuzmenkov (1997:96)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB253","Can predicative possession be expressed with an S-like possessum and a dative-coded possessor?","?","Kuzmenkov (1997:96)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB254","Can predicative possession be expressed with an S-like possessum and a possessor that is coded like an adnominal possessor?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB256","Can predicative possession be expressed with an S-like possessor and a possessum that is coded like a comitative argument?","?","Kuzmenkov (1997:96)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB257","Can polar interrogation be marked by intonation only?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","interrogation","clause"
"GB260","Can polar interrogation be indicated by a special word order?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","interrogation","clause"
"GB262","Is there a clause-initial polar interrogative particle?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","interrogation","clause"
"GB263","Is there a clause-final polar interrogative particle?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","interrogation","clause"
"GB264","Is there a polar interrogative particle that most commonly occurs neither clause-initially nor clause-finally?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","word order","clause"
"GB265","Is there a comparative construction that includes a form that elsewhere means 'surpass, exceed'?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","non-verbal predication","clause"
"GB266","Is there a comparative construction that employs a marker of the standard which elsewhere has a locational meaning?","1","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB270","Can comparatives be expressed using two conjoined clauses?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","non-verbal predication","clause"
"GB273","Is there a comparative construction with a standard marker that elsewhere has neither a locational meaning nor a 'surpass/exceed' meaning?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","non-verbal predication","clause"
"GB275","Is there a bound comparative degree marker on the property word in a comparative construction?","1","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","adjective","non-verbal predication","word"
"GB276","Is there a non-bound comparative degree marker modifying the property word in a comparative construction?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","non-verbal predication","clause"
"GB285","Can polar interrogation be marked by a question particle and verbal morphology?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","interrogation","clause"
"GB286","Can polar interrogation be indicated by overt verbal morphology only?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","interrogation","clause"
"GB291","Can polar interrogation be marked by tone?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","interrogation","clause"
"GB296","Is there a phonologically or morphosyntactically definable class of ideophones that includes ideophones depicting imagery beyond sound?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","other","other","word"
"GB297","Can polar interrogation be indicated by a V-not-V construction?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","interrogation","clause"
"GB298","Can standard negation be marked by an inflecting word (""auxiliary verb"")?","0","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","negation","clause"
"GB299","Can standard negation be marked by a non-inflecting word (""auxiliary particle"")?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","negation","clause"
"GB300","Does the verb for 'give' have suppletive verb forms?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB301","Is there an inclusory construction?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","deixis","clause"
"GB302","Is there a phonologically free passive marker ('particle' or 'auxiliary')?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","valency","clause"
"GB303","Is there a phonologically free antipassive marker ('particle' or 'auxiliary')?","0","Weiers (2003:248-263)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","valency","clause"
"GB304","Can the agent be expressed overtly in a passive clause?","?","Kuzmenkov (1997:94)","no examples available","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","valency","clause"
"GB305","Is there a phonologically independent reflexive pronoun?","1","Kuzmenkov (1997:96); Weiers (2003:256)","","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","valency","word"
"GB306","Is there a phonologically independent non-bipartite reciprocal pronoun?","?","Weiers (2003:256-257); Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","valency","word"
"GB309","Are there multiple past or multiple future tenses, distinguishing distance from Time of Reference?","0","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB312","Is there overt morphological marking on the verb dedicated to mood?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","word"
"GB313","Are there special adnominal possessive pronouns that are not formed by an otherwise regular process?","0","Weiers (2003:256-257)","","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","possession","word"
"GB314","Can augmentative meaning be expressed productively by a shift of gender/noun class?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","class agreement","word"
"GB315","Can diminutive meaning be expressed productively by a shift of gender/noun class?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","class agreement","word"
"GB316","Is singular number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Kuzmenkov (1997:93-94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","number","NP"
"GB317","Is dual number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Kuzmenkov (1997:93-94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","number","NP"
"GB318","Is plural number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Kuzmenkov (1997:93-94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","number","NP"
"GB319","Is trial number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Kuzmenkov (1997:93-94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","number","NP"
"GB320","Is paucal number regularly marked in the noun phrase by a dedicated phonologically free element?","0","Kuzmenkov (1997:93-94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","number","NP"
"GB321","Is there a large class of nouns whose gender/noun class is not phonologically or semantically predictable?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","class agreement","word"
"GB322","Is there grammatical marking of direct evidence (perceived with the senses)?","0","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB323","Is there grammatical marking of indirect evidence (hearsay, inference, etc.)?","0","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB324","Is there an interrogative verb for content interrogatives (who?, what?, etc.)?","1","Weiers (2003:256)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","interrogation","clause"
"GB325","Is there a count/mass distinction in interrogative quantifiers?","0","Kuzmenkov (1997:96)","probably not, only kedu ‘how many/much’ mentioned (the Russian translation does not differentiate these forms)","Moghol [mhj] [mogh1245]-Table 1.tsv","particle","quantification","word"
"GB326","Do (nominal) content interrogatives normally or frequently occur in situ?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB327","Can the relative clause follow the noun?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB328","Can the relative clause precede the noun?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB329","Are there internally-headed relative clauses?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB330","Are there correlative relative clauses?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB331","Are there adjoined relative clauses?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB333","Is there a decimal numeral system?","1","Kuzmenkov (1997:94-95)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","other","quantification","word"
"GB334","Is there synchronic evidence for any element of a quinary numeral system?","?","Weiers (2003:255); Kuzmenkov (1997:94-95)","Kuzmenkov (1997:94-95): 6 one hand + one finger, 7 one hand + two fingers, 10 two hands; this is not the case according to Weiers, who claims to be describing the same variety","Moghol [mhj] [mogh1245]-Table 1.tsv","other","quantification","word"
"GB335","Is there synchronic evidence for any element of a vigesimal numeral system?","?","Kuzmenkov (1997:95); Weiers (2003:255)","according to Weiers, consecutively 20-based; Kuzmenkov does not mention it","Moghol [mhj] [mogh1245]-Table 1.tsv","other","quantification","word"
"GB336","Is there a body-part tallying system?","0","Kuzmenkov (1997:94-95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","noun","quantification","word"
"GB400","Are all person categories neutralized in some voice, tense, aspect, mood and/or negation?","0","Weiers (2003:248-263)","person marking is the same for all TAM categories","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME","clause"
"GB401","Is there a class of patient-labile verbs?","1","Kuzmenkov (1997:96)","","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","valency","clause"
"GB402","Does the verb for 'see' have suppletive verb forms?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB403","Does the verb for 'come' have suppletive verb forms?","?","Kuzmenkov (1997:94)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","verb","TAME+","word"
"GB408","Is there any accusative alignment of flagging?","1","Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB409","Is there any ergative alignment of flagging?","0","Kuzmenkov (1997:95)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB410","Is there any neutral alignment of flagging?","0","Kuzmenkov (1997:95)","in contrast to other Mongolic languages, ACC marking is not optional","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","argument marking (core)","clause"
"GB415","Is there a politeness distinction in 2nd person forms?","0","Weiers (2003:256-257)","","Moghol [mhj] [mogh1245]-Table 1.tsv","pronoun","deixis","word"
"GB421","Is there a preposed complementizer in complements of verbs of thinking and/or knowing?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB422","Is there a postposed complementizer in complements of verbs of thinking and/or knowing?","?","Kuzmenkov (1997:92-97)","Not mentioned.","Moghol [mhj] [mogh1245]-Table 1.tsv","not assignable","word order","clause"
"GB430","Can adnominal possession be marked by a prefix on the possessor?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","possession","word"
"GB431","Can adnominal possession be marked by a prefix on the possessed noun?","0","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","possession","word"
"GB432","Can adnominal possession be marked by a suffix on the possessor?","1","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","possession","word"
"GB433","Can adnominal possession be marked by a suffix on the possessed noun?","1","Kuzmenkov (1997:94)","","Moghol [mhj] [mogh1245]-Table 1.tsv","multiple","possession","word"
